modifier_id,affix_type,source,tier,level,weight,effect,page_url
1504000,基础词缀,力量手套,2,1,1,+(54–74) 最大生命,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1504001,基础词缀,力量手套,2,1,1,+(760–960) 护甲值,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1504002,基础词缀,力量手套,2,1,1,+(5–10)% 火焰抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1504003,基础词缀,力量手套,2,1,1,+(5–10)% 冰霜抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1504004,基础词缀,力量手套,2,1,1,+(5–10)% 闪电抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1504005,基础词缀,力量手套,2,1,1,+(5–10)% 混沌抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1504006,基础词缀,力量手套,2,1,1,+(15–20) 力量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1504007,基础词缀,力量手套,2,1,1,+(15–20) 敏捷,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1504008,基础词缀,力量手套,2,1,1,+(15–20) 智慧,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1504009,基础词缀,力量手套,2,1,1,+(20–24)% 技能范围,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1504016,基础词缀,力量手套,2,1,1,+(12–20)% 暴击伤害减免,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508014,基础词缀,力量盾牌,0,1,1,+(4–5)% 元素和混沌抗性上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508015,基础词缀,力量盾牌,0,1,1,(16–20)% 受到的物理伤害转化为火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508016,基础词缀,力量盾牌,0,1,1,(36–45)% 受到的混沌伤害转化为火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508010,基础词缀,力量盾牌,1,1,1,额外 +(6–8)% 伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508011,基础词缀,力量盾牌,1,1,1,+(35–40) 力量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508012,基础词缀,力量盾牌,1,1,1,+(35–40) 敏捷,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508013,基础词缀,力量盾牌,1,1,1,+(35–40) 智慧,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508000,基础词缀,力量盾牌,2,1,1,+(54–74) 最大生命,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508001,基础词缀,力量盾牌,2,1,1,+(10–14)% 护甲值,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508002,基础词缀,力量盾牌,2,1,1,+(5–10)% 火焰抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508003,基础词缀,力量盾牌,2,1,1,+(5–10)% 冰霜抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508004,基础词缀,力量盾牌,2,1,1,+(5–10)% 闪电抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508005,基础词缀,力量盾牌,2,1,1,+(5–10)% 混沌抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508006,基础词缀,力量盾牌,2,1,1,+(20–24)% 物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508007,基础词缀,力量盾牌,2,1,1,+(20–24)% 元素伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508008,基础词缀,力量盾牌,2,1,1,+(20–24)% 混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1508009,基础词缀,力量盾牌,2,1,1,+(8–10)% 攻击和法术格挡率,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506014,基础词缀,力量胸甲,0,1,1,+(3–5)% 元素抗性上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506015,基础词缀,力量胸甲,0,1,1,(16–20)% 受到的物理伤害转化为火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506017,基础词缀,力量胸甲,0,1,1,每 0.1 秒受到 10 点真实伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506018,基础词缀,力量胸甲,0,1,1,(36–45)% 受到的混沌伤害转化为火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506019,基础词缀,力量胸甲,0,1,1,对非物理伤害，+(13–14)% 护甲有效率,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506010,基础词缀,力量胸甲,1,1,1,"+(6–8)% 元素和混沌抗性穿透
召唤物 +(6–8)% 元素和混沌抗性穿透",https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506011,基础词缀,力量胸甲,1,1,1,"+(5–7)% 护甲减伤穿透
召唤物 +(5–7)% 护甲减伤穿透",https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506012,基础词缀,力量胸甲,1,1,1,+(6–8)% 魔力封印补偿,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506013,基础词缀,力量胸甲,1,1,1,+(7–8)% 光环效果,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506000,基础词缀,力量胸甲,2,1,1,+(54–74) 最大生命,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506002,基础词缀,力量胸甲,2,1,1,+(5–10)% 火焰抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506003,基础词缀,力量胸甲,2,1,1,+(5–10)% 冰霜抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506004,基础词缀,力量胸甲,2,1,1,+(5–10)% 闪电抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506005,基础词缀,力量胸甲,2,1,1,+(5–10)% 混沌抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506006,基础词缀,力量胸甲,2,1,1,+(15–20) 力量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506007,基础词缀,力量胸甲,2,1,1,+(15–20) 敏捷,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506008,基础词缀,力量胸甲,2,1,1,+(15–20) 智慧,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506009,基础词缀,力量胸甲,2,1,1,+(20–24)% 技能范围,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1506016,基础词缀,力量胸甲,2,1,1,+(12–20)% 暴击伤害减免,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505012,基础词缀,力量鞋子,0,1,1,+(20–25)% 移动速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505013,基础词缀,力量鞋子,0,1,1,(36–45)% 受到的混沌伤害转化为火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505014,基础词缀,力量鞋子,0,1,1,+(17–24)% 冷却回复速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505015,基础词缀,力量鞋子,0,1,1,+(3–5)% 元素抗性上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505017,基础词缀,力量鞋子,0,1,1,(16–20)% 受到的物理伤害转化为火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505010,基础词缀,力量鞋子,1,1,1,"+(6–8)% 元素和混沌抗性穿透
召唤物 +(6–8)% 元素和混沌抗性穿透",https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505011,基础词缀,力量鞋子,1,1,1,"+(5–7)% 护甲减伤穿透
召唤物 +(5–7)% 护甲减伤穿透",https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505000,基础词缀,力量鞋子,2,1,1,+(54–74) 最大生命,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505001,基础词缀,力量鞋子,2,1,1,+(760–960) 护甲值,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505002,基础词缀,力量鞋子,2,1,1,+(5–10)% 火焰抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505003,基础词缀,力量鞋子,2,1,1,+(5–10)% 冰霜抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505004,基础词缀,力量鞋子,2,1,1,+(5–10)% 闪电抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505005,基础词缀,力量鞋子,2,1,1,+(5–10)% 混沌抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505006,基础词缀,力量鞋子,2,1,1,+(15–20) 力量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505007,基础词缀,力量鞋子,2,1,1,+(15–20) 敏捷,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505008,基础词缀,力量鞋子,2,1,1,+(15–20) 智慧,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505009,基础词缀,力量鞋子,2,1,1,+(20–24)% 技能范围,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1505016,基础词缀,力量鞋子,2,1,1,+(12–20)% 暴击伤害减免,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500814,基础词缀,匕首,0,1,1,+1 坚韧祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500815,基础词缀,匕首,0,1,1,+1 灵动祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500816,基础词缀,匕首,0,1,1,+1 聚能祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500810,基础词缀,匕首,1,1,1,+1 幻影数量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500811,基础词缀,匕首,1,1,1,额外 +(6–8)% 攻击伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500812,基础词缀,匕首,1,1,1,+(6–8)% 元素和混沌抗性穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500813,基础词缀,匕首,1,1,1,+(5–7)% 护甲减伤穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500800,基础词缀,匕首,2,1,1,攻击附加 (10–13) - (14–19) 点物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500801,基础词缀,匕首,2,1,1,攻击附加 (9–14) - (15–20) 点火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500802,基础词缀,匕首,2,1,1,攻击附加 (10–13) - (14–19) 点冰霜伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500803,基础词缀,匕首,2,1,1,攻击附加 (1–2) - (28–32) 点闪电伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500804,基础词缀,匕首,2,1,1,攻击附加 (11–13) - (15–18) 点混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500805,基础词缀,匕首,2,1,1,+(20–24)% 物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500806,基础词缀,匕首,2,1,1,+(20–24)% 元素伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500807,基础词缀,匕首,2,1,1,+(20–24)% 混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500808,基础词缀,匕首,2,1,1,+(20–24)% 近战伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500809,基础词缀,匕首,2,1,1,+(6–8)% 攻击速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500817,基础词缀,匕首,2,1,1,+8% 生命返还与护盾返还,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500614,基础词缀,单手剑,0,1,1,+1 坚韧祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500615,基础词缀,单手剑,0,1,1,+1 灵动祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500616,基础词缀,单手剑,0,1,1,+1 聚能祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500610,基础词缀,单手剑,1,1,1,+(26–32)% 连续攻击几率,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500611,基础词缀,单手剑,1,1,1,连续攻击伤害递增 (10–16)%,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500612,基础词缀,单手剑,1,1,1,+(6–8)% 元素和混沌抗性穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500613,基础词缀,单手剑,1,1,1,+(5–7)% 护甲减伤穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500600,基础词缀,单手剑,2,1,1,攻击附加 (10–13) - (14–19) 点物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500601,基础词缀,单手剑,2,1,1,攻击附加 (9–14) - (15–20) 点火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500602,基础词缀,单手剑,2,1,1,攻击附加 (10–13) - (14–19) 点冰霜伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500603,基础词缀,单手剑,2,1,1,攻击附加 (1–2) - (28–32) 点闪电伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500604,基础词缀,单手剑,2,1,1,攻击附加 (11–13) - (15–18) 点混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500605,基础词缀,单手剑,2,1,1,+(20–24)% 物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500606,基础词缀,单手剑,2,1,1,+(20–24)% 元素伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500607,基础词缀,单手剑,2,1,1,+(20–24)% 混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500608,基础词缀,单手剑,2,1,1,+(20–24)% 近战伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500609,基础词缀,单手剑,2,1,1,+(6–8)% 攻击速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500617,基础词缀,单手剑,2,1,1,+8% 生命返还与护盾返还,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500714,基础词缀,单手斧,0,1,1,+1 坚韧祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500715,基础词缀,单手斧,0,1,1,+1 灵动祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500716,基础词缀,单手斧,0,1,1,+1 聚能祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500710,基础词缀,单手斧,1,1,1,对创伤状态下的敌人，额外 +(6–8)% 伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500711,基础词缀,单手斧,1,1,1,额外 +(6–9)% 斩击伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500712,基础词缀,单手斧,1,1,1,+(6–8)% 元素和混沌抗性穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500713,基础词缀,单手斧,1,1,1,+(5–7)% 护甲减伤穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500700,基础词缀,单手斧,2,1,1,攻击附加 (10–13) - (14–19) 点物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500701,基础词缀,单手斧,2,1,1,攻击附加 (9–14) - (15–20) 点火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500702,基础词缀,单手斧,2,1,1,攻击附加 (10–13) - (14–19) 点冰霜伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500703,基础词缀,单手斧,2,1,1,攻击附加 (1–2) - (28–32) 点闪电伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500704,基础词缀,单手斧,2,1,1,攻击附加 (11–13) - (15–18) 点混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500705,基础词缀,单手斧,2,1,1,+(20–24)% 物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500706,基础词缀,单手斧,2,1,1,+(20–24)% 元素伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500707,基础词缀,单手斧,2,1,1,+(20–24)% 混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500708,基础词缀,单手斧,2,1,1,+(20–24)% 近战伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500709,基础词缀,单手斧,2,1,1,+(6–8)% 攻击速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500717,基础词缀,单手斧,2,1,1,+8% 生命返还与护盾返还,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500414,基础词缀,单手锤,0,1,1,+1 坚韧祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500415,基础词缀,单手锤,0,1,1,+1 灵动祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500416,基础词缀,单手锤,0,1,1,+1 聚能祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500410,基础词缀,单手锤,1,1,1,消耗破击蓄能时，该次技能额外 +(12–16)% 伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500411,基础词缀,单手锤,1,1,1,造成伤害时，淘汰生命值低于 (5–7)% 的敌人,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500412,基础词缀,单手锤,1,1,1,+(6–8)% 元素和混沌抗性穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500413,基础词缀,单手锤,1,1,1,+(5–7)% 护甲减伤穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500400,基础词缀,单手锤,2,1,1,攻击附加 (10–13) - (14–19) 点物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500401,基础词缀,单手锤,2,1,1,攻击附加 (9–14) - (15–20) 点火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500402,基础词缀,单手锤,2,1,1,攻击附加 (10–13) - (14–19) 点冰霜伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500403,基础词缀,单手锤,2,1,1,攻击附加 (1–2) - (28–32) 点闪电伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500404,基础词缀,单手锤,2,1,1,攻击附加 (11–13) - (15–18) 点混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500405,基础词缀,单手锤,2,1,1,+(20–24)% 物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500406,基础词缀,单手锤,2,1,1,+(20–24)% 元素伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500407,基础词缀,单手锤,2,1,1,+(20–24)% 混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500408,基础词缀,单手锤,2,1,1,+(20–24)% 近战伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500409,基础词缀,单手锤,2,1,1,+(6–8)% 攻击速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500417,基础词缀,单手锤,2,1,1,+8% 生命返还与护盾返还,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501014,基础词缀,双手剑,0,1,1,+2 坚韧祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501015,基础词缀,双手剑,0,1,1,+2 灵动祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501016,基础词缀,双手剑,0,1,1,+2 聚能祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501019,基础词缀,双手剑,0,1,1,"暴击幸运
(-50–-40)% 暴击值",https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501010,基础词缀,双手剑,1,1,1,+(60–64)% 连续攻击几率,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501011,基础词缀,双手剑,1,1,1,连续攻击伤害递增 (28–32)%,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501012,基础词缀,双手剑,1,1,1,+(12–16)% 元素和混沌抗性穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501013,基础词缀,双手剑,1,1,1,+(10–14)% 护甲减伤穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501017,基础词缀,双手剑,1,1,1,+(48–64)% 该装备物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501018,基础词缀,双手剑,1,1,1,该装备附加 (64–68) - (80–84) 点物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501000,基础词缀,双手剑,2,1,1,攻击附加 (25–30) - (33–38) 点物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501001,基础词缀,双手剑,2,1,1,攻击附加 (24–29) - (34–39) 点火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501002,基础词缀,双手剑,2,1,1,攻击附加 (24–29) - (34–39) 点冰霜伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501003,基础词缀,双手剑,2,1,1,攻击附加 (1–3) - (60–65) 点闪电伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501004,基础词缀,双手剑,2,1,1,攻击附加 (26–31) - (32–37) 点混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501005,基础词缀,双手剑,2,1,1,+(40–48)% 物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501006,基础词缀,双手剑,2,1,1,+(40–48)% 元素伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501007,基础词缀,双手剑,2,1,1,+(40–48)% 混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501008,基础词缀,双手剑,2,1,1,+(40–48)% 近战伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501009,基础词缀,双手剑,2,1,1,+(12–16)% 攻击速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501020,基础词缀,双手剑,2,1,1,+16% 生命返还与护盾返还,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501314,基础词缀,双手斧,0,1,1,+2 坚韧祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501315,基础词缀,双手斧,0,1,1,+2 灵动祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501316,基础词缀,双手斧,0,1,1,+2 聚能祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
